Month,Division,Campus,Service Line,Room Type,Occ Units,Available Units/Beds,OCC%
3/31/2026,North Central Indiana,Muncie - 128,AL,1BR;A Vw;B Loc;B Sz,2,2,100%
3/31/2026,North Central Indiana,Muncie - 128,AL,1BR;B Vw;B Loc;A Sz,1,1,97%
3/31/2026,North Central Indiana,Muncie - 128,AL,1BR;B Vw;B Loc;B Sz,0.9,1,90%
3/31/2026,North Central Indiana,Muncie - 128,AL,Compan;A Vw;B Loc;B Sz,3,3,100%
3/31/2026,North Central Indiana,Muncie - 128,AL,Companion,4,4,100%
3/31/2026,North Central Indiana,Muncie - 128,AL,Studio - Companion,1,1,100%
3/31/2026,North Central Indiana,Muncie - 128,AL,Studio - Private,16,17,94%
3/31/2026,North Central Indiana,Muncie - 128,AL,Studio;A Vw;B Loc;B Sz,2,2,100%
3/31/2026,North Central Indiana,Muncie - 128,AL,Studio;B Vw;B Loc;B Sz,1.7,2,87%
3/31/2026,North Central Indiana,Muncie - 128,AL/MC,Legacy Lane - Private,0,0,0%
3/31/2026,North Central Indiana,Muncie - 128,AL/MC,MC-Compan;A Vw;B Loc;B Sz,3,3,100%
3/31/2026,North Central Indiana,Muncie - 128,AL/MC,MC-Compan;A Vw;C Loc;B Sz,2.8,3,92%
3/31/2026,North Central Indiana,Muncie - 128,AL/MC,MC-Studio;A Vw;A Loc;B Sz,3.8,4,95%
3/31/2026,North Central Indiana,Muncie - 128,AL/MC,MC-Studio;A Vw;B Loc;B Sz,1.8,2,90%
3/31/2026,North Central Indiana,Muncie - 128,AL/MC,MC-Studio;A Vw;C Loc;B Sz,4,4,100%
3/31/2026,North Central Indiana,Muncie - 128,AL/MC,MC-Studio;B Vw;A Loc;B Sz,2,2,100%
3/31/2026,North Central Indiana,Muncie - 128,AL/MC,MC-Studio;B Vw;B Loc;B Sz,2.4,3,80%
3/31/2026,North Central Indiana,Muncie - 128,AL/MC,MC-Studio;B Vw;C Loc;B Sz,8,8,100%
3/31/2026,North Central Indiana,Muncie - 128,HC,Companion,26.4,32,82%
3/31/2026,North Central Indiana,Muncie - 128,HC,Private,10.3,11,94%
3/31/2026,North Central Indiana,Muncie - 128,HC,TCU - Companion,0,0,0%
3/31/2026,North Central Indiana,Muncie - 128,HC,TCU - Private,9.3,11,85%
3/31/2026,North Central Indiana,Muncie - 128,HC/MC,MC - Companion,3.8,4,95%
3/31/2026,North Central Indiana,Muncie - 128,HC/MC,MC- Private,7.7,8,96%
3/31/2026,North Central Indiana,Muncie - 128,VIL,IL - Villa - 2BR;A Loc,10,10,100%
3/31/2026,North Central Indiana,Muncie - 128,VIL,IL - Villa - 2BR;B Loc,7,8,88%
3/31/2026,North Central Indiana,Muncie - 128,VIL,IL - Villa - 2BR;C Loc,12,12,100%
3/31/2026,North Central Indiana,Noblesville - 141,AL,Companion,7,7,100%
3/31/2026,North Central Indiana,Noblesville - 141,AL,Studio - Private,25.8,27,95%
3/31/2026,North Central Indiana,Noblesville - 141,AL/MC,Legacy Bldng - Companion,2.8,3,94%
3/31/2026,North Central Indiana,Noblesville - 141,AL/MC,Legacy Bldng - Private,24.4,26,94%
3/31/2026,North Central Indiana,Noblesville - 141,HC,Companion,24,24,100%
3/31/2026,North Central Indiana,Noblesville - 141,HC,Private,20.7,21,99%
3/31/2026,North Central Indiana,Noblesville - 141,HC,TCU - Companion,2,2,100%
3/31/2026,North Central Indiana,Noblesville - 141,HC,TCU - Private,12.9,14,92%
3/31/2026,North Central Indiana,West Lafayette - 2135,AL,Companion,3.4,5,67%
3/31/2026,North Central Indiana,West Lafayette - 2135,AL,One BR Apt Deluxe-Double,6.9,6,116%
3/31/2026,North Central Indiana,West Lafayette - 2135,AL,One BR Apt Deluxe-Single,10,10,100%
3/31/2026,North Central Indiana,West Lafayette - 2135,AL,One BR Apt-Double,1,1,100%
3/31/2026,North Central Indiana,West Lafayette - 2135,AL,One BR Apt-Single,6,6,100%
3/31/2026,North Central Indiana,West Lafayette - 2135,AL,Studio 234 SQ FT,3,4,75%
3/31/2026,North Central Indiana,West Lafayette - 2135,AL,Studio 299 SQ FT,12.9,16,80%
3/31/2026,North Central Indiana,West Lafayette - 2135,AL,Studio 315 SQ FT,11.5,14,82%
3/31/2026,North Central Indiana,West Lafayette - 2135,AL,Studio 315 SQ FT - Double,1,1,100%
3/31/2026,North Central Indiana,West Lafayette - 2135,HC,Companion,47.8,58,82%
3/31/2026,North Central Indiana,West Lafayette - 2135,HC,Private,9.8,13,75%
3/31/2026,North IN & Kingston,Ashland KOA-0554,HC,Companion,42.7,46,93%
3/31/2026,North IN & Kingston,Ashland KOA-0554,HC,Companion Deluxe,6.3,16,40%
3/31/2026,North IN & Kingston,Ashland KOA-0554,HC,Private,16.1,18,89%
3/31/2026,North IN & Kingston,Ashland KOA-0554,HC,Private - Rehab,11.1,13,86%
3/31/2026,North IN & Kingston,Ashland KOA-0554,HC,Private Deluxe - Rehab,8.3,17,49%
3/31/2026,North IN & Kingston,Elkhart - 132,AL,One BR Apt-Double,10,10,100%
3/31/2026,North IN & Kingston,Elkhart - 132,AL,One BR Apt-Single,4,4,100%
3/31/2026,North IN & Kingston,Elkhart - 132,AL,Studio - Companion,0,0,0%
3/31/2026,North IN & Kingston,Elkhart - 132,AL,Studio - Private,17.3,20,87%
3/31/2026,North IN & Kingston,Elkhart - 132,AL,"Studio - Private - Small (B01,B05)",2,2,100%
3/31/2026,North IN & Kingston,Elkhart - 132,AL/MC,Legacy Lane - Companion,2,2,100%
3/31/2026,North IN & Kingston,Elkhart - 132,AL/MC,Legacy Lane - Private,11,12,92%
3/31/2026,North IN & Kingston,Elkhart - 132,HC,Companion,20,20,100%
3/31/2026,North IN & Kingston,Elkhart - 132,HC,Private,38.1,40,95%
3/31/2026,North IN & Kingston,Fort Wayne KHC-0551,HC,Companion,38,50,76%
3/31/2026,North IN & Kingston,Fort Wayne KHC-0551,HC,Companion Deluxe,16.8,32,53%
3/31/2026,North IN & Kingston,Fort Wayne KHC-0551,HC,Private,20.6,33,63%
3/31/2026,North IN & Kingston,Fort Wayne KHC-0551,HC/MC,MC - Companion,14.9,18,83%
3/31/2026,North IN & Kingston,Fort Wayne KHC-0551,HC/MC,MC - Private,2.1,4,52%
3/31/2026,North IN & Kingston,Fort Wayne KOD-0553,AL/MC,MC - Companion,10.1,11,91%
3/31/2026,North IN & Kingston,Fort Wayne KOD-0553,AL/MC,MC - Studio,18.9,23,82%
3/31/2026,North IN & Kingston,Fort Wayne KSL-0552,AL,One Bedroom,22.2,27,82%
3/31/2026,North IN & Kingston,Fort Wayne KSL-0552,AL,Studio,25.6,26,98%
3/31/2026,North IN & Kingston,Fort Wayne KSL-0552,AL,Studio Deluxe,8.3,9,92%
3/31/2026,North IN & Kingston,Goshen MW - 124,HC,Companion,37.9,39,97%
3/31/2026,North IN & Kingston,Goshen MW - 124,HC,Private,14.4,15,96%
3/31/2026,North IN & Kingston,Goshen MW - 124,HC,TCU - Companion,0.9,1,94%
3/31/2026,North IN & Kingston,Goshen MW - 124,HC,TCU - Private,13.7,15,91%
3/31/2026,North IN & Kingston,Goshen MW - 124,HC/MC,MC - Companion,7.9,8,98%
3/31/2026,North IN & Kingston,Goshen MW - 124,HC/MC,MC - Studio - Private,6,6,99%
3/31/2026,North IN & Kingston,Goshen SL - 2184,AL,One BR + Den-Double,2,2,100%
3/31/2026,North IN & Kingston,Goshen SL - 2184,AL,One BR + Den-Single,1,1,100%
3/31/2026,North IN & Kingston,Goshen SL - 2184,AL,One BR 571 SQ FT-Single,3,3,100%
3/31/2026,North IN & Kingston,Goshen SL - 2184,AL,One BR 591 SQ FT-Double,1,1,100%
3/31/2026,North IN & Kingston,Goshen SL - 2184,AL,One BR 605 SQ FT-Double,1,1,100%
3/31/2026,North IN & Kingston,Goshen SL - 2184,AL,One BR 605 SQ FT-Single,1,1,100%
3/31/2026,North IN & Kingston,Goshen SL - 2184,AL,One BR 608 SQ FT-Double,2,2,100%
3/31/2026,North IN & Kingston,Goshen SL - 2184,AL,One BR 608 SQ FT-Single,3,3,100%
3/31/2026,North IN & Kingston,Goshen SL - 2184,AL,One BR 621 SQ FT-Double,0,0,0%
3/31/2026,North IN & Kingston,Goshen SL - 2184,AL,One BR 621 SQ FT-Single,1,1,100%
3/31/2026,North IN & Kingston,Goshen SL - 2184,AL,One BR 624 SQ FT-Double,1,1,100%
3/31/2026,North IN & Kingston,Goshen SL - 2184,AL,One BR 624 SQ FT-Single,1,1,100%
3/31/2026,North IN & Kingston,Goshen SL - 2184,AL,One BR 639 SQ FT-Double,2,2,100%
3/31/2026,North IN & Kingston,Goshen SL - 2184,AL,One BR 639 SQ FT-Single,4,4,100%
3/31/2026,North IN & Kingston,Goshen SL - 2184,AL,One BR 652 SQ FT-Double,0,0,0%
3/31/2026,North IN & Kingston,Goshen SL - 2184,AL,One BR 652 SQ FT-Single,2,2,100%
3/31/2026,North IN & Kingston,Goshen SL - 2184,AL,One BR 686 SQ FT-Double,1,1,100%
3/31/2026,North IN & Kingston,Goshen SL - 2184,AL,One BR Balcony-Double,1,1,100%
3/31/2026,North IN & Kingston,Goshen SL - 2184,AL,One BR Balcony-Single,1,1,100%
3/31/2026,North IN & Kingston,Goshen SL - 2184,AL,One BR Deluxe 668 SQ FT-Double,3,3,100%
3/31/2026,North IN & Kingston,Goshen SL - 2184,AL,One BR Deluxe 668 SQ FT-Single,1,1,100%
3/31/2026,North IN & Kingston,Goshen SL - 2184,AL,One BR Deluxe 711 SQ FT-Double,0,0,0%
3/31/2026,North IN & Kingston,Goshen SL - 2184,AL,One BR Deluxe 711 SQ FT-Single,2,2,100%
3/31/2026,North IN & Kingston,Goshen SL - 2184,AL,One BR Patio-Double,0,0,0%
3/31/2026,North IN & Kingston,Goshen SL - 2184,AL,One BR Patio-Single,2,2,100%
3/31/2026,North IN & Kingston,Goshen SL - 2184,AL,One BR V 605 SQ FT-Double,2,2,100%
3/31/2026,North IN & Kingston,Goshen SL - 2184,AL,Studio 323 SQ FT,1,1,100%
3/31/2026,North IN & Kingston,Goshen SL - 2184,AL,Studio 372 SQ FT,3.1,4,77%
3/31/2026,North IN & Kingston,Goshen SL - 2184,AL,Studio 376 SQ FT,2,2,100%
3/31/2026,North IN & Kingston,Goshen SL - 2184,AL,Studio 391 SQ FT,7.5,8,94%
3/31/2026,North IN & Kingston,Goshen SL - 2184,AL,Studio 440 SQ FT,1,1,100%
3/31/2026,North IN & Kingston,Goshen SL - 2184,AL,Studio 449 SQ FT,1,1,100%
3/31/2026,North IN & Kingston,Goshen SL - 2184,AL,Studio 452 SQ FT,1,1,100%
3/31/2026,North IN & Kingston,Goshen SL - 2184,AL,Studio P 449 SQ FT,2,2,100%
3/31/2026,North IN & Kingston,Goshen SL - 2184,AL,Studio V 449 SQ FT,2,2,100%
3/31/2026,North IN & Kingston,Goshen SL - 2184,AL,Two BR 1036 SQ FT-Double,5,5,100%
3/31/2026,North IN & Kingston,Goshen SL - 2184,AL,Two BR 1036 SQ FT-Single,1.8,2,92%
3/31/2026,North IN & Kingston,Goshen SL - 2184,AL,Two BR 928 SQ FT-Double,1,1,100%
3/31/2026,North IN & Kingston,Goshen SL - 2184,AL,Two BR 928 SQ FT-Single,1,1,100%
3/31/2026,North IN & Kingston,Goshen SL - 2184,AL/MC,Legacy Lane - Studio 374 SQ FT,4,4,100%
3/31/2026,North IN & Kingston,Goshen SL - 2184,AL/MC,Legacy Lane - Studio 382 SQ FT,4,4,100%
3/31/2026,North IN & Kingston,Goshen SL - 2184,AL/MC,Legacy Lane - Studio 401 SQ FT,2,2,100%
3/31/2026,North IN & Kingston,Goshen SL - 2184,AL/MC,Legacy Lane - Studio 408 SQ FT,1,1,97%
3/31/2026,North IN & Kingston,Goshen SL - 2184,SL,One BR 608 SQ FT-Single,0,0,0%
3/31/2026,North IN & Kingston,Goshen SL - 2184,SL,One BR 621 SQ FT - Single,0,0,0%
3/31/2026,North IN & Kingston,Goshen SL - 2184,SL,One BR 624 SQ FT - Double,0,0,0%
3/31/2026,North IN & Kingston,Goshen SL - 2184,SL,One BR 686 SQ FT - Double,0,0,0%
3/31/2026,North IN & Kingston,Goshen SL - 2184,SL,One BR Deluxe 711 SQ FT - Single,0,0,0%
3/31/2026,North IN & Kingston,Goshen SL - 2184,SL,Studio 372 SQ FT,0,0,0%
3/31/2026,North IN & Kingston,Goshen SL - 2184,SL,Studio 376 SQ FT,0,0,0%
3/31/2026,North IN & Kingston,Goshen SL - 2184,SL,Studio 391 SQ FT,0,0,0%
3/31/2026,North IN & Kingston,Goshen SL - 2184,SL,Studio 440 SQ FT,0,0,0%
3/31/2026,North IN & Kingston,Goshen SL - 2184,SL,Studio 452 SQ FT,0,0,0%
3/31/2026,North IN & Kingston,Goshen SL - 2184,SL,Studio P 449 SQ FT,0,0,0%
3/31/2026,North IN & Kingston,Kendallville - 2185,AL,Companion,4,4,100%
3/31/2026,North IN & Kingston,Kendallville - 2185,AL,Studio - Private,14.4,15,96%
3/31/2026,North IN & Kingston,Kendallville - 2185,AL/MC,Legacy Lane - Companion,3,3,100%
3/31/2026,North IN & Kingston,Kendallville - 2185,AL/MC,Legacy Lane - Private,8,8,100%
3/31/2026,North IN & Kingston,Kendallville - 2185,HC,Companion,23.5,24,98%
3/31/2026,North IN & Kingston,Kendallville - 2185,HC,Private,31.4,34,92%
3/31/2026,North IN & Kingston,Marion KOM-0555,AL,Companion,10,11,91%
3/31/2026,North IN & Kingston,Marion KOM-0555,AL,One Bedroom,41.6,60,69%
3/31/2026,North IN & Kingston,Marion KOM-0555,AL,Two BR - One Bath,2,4,50%
3/31/2026,North IN & Kingston,Marion KOM-0555,AL,Two BR - Two Bath,4.5,6,75%
3/31/2026,North IN & Kingston,Marion KOM-0555,AL/MC,MC - Studio,27.1,32,85%
3/31/2026,North IN & Kingston,Miamisburg KOM-0556,HC,Companion,58.9,74,80%
3/31/2026,North IN & Kingston,Miamisburg KOM-0556,HC,Companion Deluxe,5.9,9,63%
3/31/2026,North IN & Kingston,Miamisburg KOM-0556,HC,Companion Rehab,1.8,4,44%
3/31/2026,North IN & Kingston,Miamisburg KOM-0556,HC,Private,7,7,100%
3/31/2026,North IN & Kingston,Miamisburg KOM-0556,HC,Private Deluxe,3.3,4,82%
3/31/2026,North IN & Kingston,Miamisburg KOM-0556,HC,Private Deluxe - E Hall,9.8,16,60%
3/31/2026,North IN & Kingston,Perrysburg KHC-0557,HC,Companion,2.5,4,64%
3/31/2026,North IN & Kingston,Perrysburg KHC-0557,HC,Private,48.9,52,94%
3/31/2026,North IN & Kingston,Perrysburg KHC-0557,HC,Private Deluxe,5,6,84%
3/31/2026,North IN & Kingston,Perrysburg KSL-0558,AL,2 FL One Bedroom,15.7,16,100%
3/31/2026,North IN & Kingston,Perrysburg KSL-0558,AL,2 FL Studio,26.2,26,100%
3/31/2026,North IN & Kingston,Perrysburg KSL-0558,AL,2 FL Two Bedroom,1,1,100%
3/31/2026,North IN & Kingston,Perrysburg KSL-0558,AL,One Bedroom,7.4,8,92%
3/31/2026,North IN & Kingston,Perrysburg KSL-0558,AL,Studio,2,2,100%
3/31/2026,North IN & Kingston,Perrysburg KSL-0558,AL,Two Bedroom,1,1,100%
3/31/2026,North IN & Kingston,Perrysburg KSL-0558,AL/MC,MC - Studio,21.8,25,87%
3/31/2026,North IN & Kingston,Perrysburg KSL-0558,AL/MC,MC - Studio Deluxe,7.9,9,87%
3/31/2026,North IN & Kingston,Perrysburg KSL-0558,SL,2 FL One Bedroom,0,0,0%
3/31/2026,North IN & Kingston,Perrysburg KSL-0558,SL,2 FL Studio,0,1,0%
3/31/2026,North IN & Kingston,Sylvania KHC-0559,HC,Companion,48.9,54,91%
3/31/2026,North IN & Kingston,Sylvania KHC-0559,HC,Companion Rehab,23.6,26,91%
3/31/2026,North IN & Kingston,Sylvania KHC-0559,HC,Private,25.8,26,99%
3/31/2026,North IN & Kingston,Sylvania KHC-0559,HC,Private Deluxe,1,1,100%
3/31/2026,North IN & Kingston,Sylvania KHC-0559,HC,Private Rehab,18.2,20,91%
3/31/2026,North IN & Kingston,Sylvania KSL-0560,AL,2 FL Studio,6.4,6,100%
3/31/2026,North IN & Kingston,Sylvania KSL-0560,AL,2 FL Studio Deluxe,2,2,100%
3/31/2026,North IN & Kingston,Sylvania KSL-0560,AL,2 FL Two BR - Large,2,2,100%
3/31/2026,North IN & Kingston,Sylvania KSL-0560,AL,2FL One BR - Large,2,3,67%
3/31/2026,North IN & Kingston,Sylvania KSL-0560,AL,2FL One BR - Medium,14.8,16,93%
3/31/2026,North IN & Kingston,Sylvania KSL-0560,AL,2FL One BR - Small,2,4,50%
3/31/2026,North IN & Kingston,Sylvania KSL-0560,AL,2FL Two BR - Medium,1,1,100%
3/31/2026,North IN & Kingston,Sylvania KSL-0560,AL,Companion - CL,2,2,100%
3/31/2026,North IN & Kingston,Sylvania KSL-0560,AL,One Bedroom - CL,2,2,100%
3/31/2026,North IN & Kingston,Sylvania KSL-0560,AL,One BR - Large,2.4,3,78%
3/31/2026,North IN & Kingston,Sylvania KSL-0560,AL,One BR - Medium,16,16,100%
3/31/2026,North IN & Kingston,Sylvania KSL-0560,AL,Studio,9.4,11,85%
3/31/2026,North IN & Kingston,Sylvania KSL-0560,AL,Studio - Alcove,2,2,100%
3/31/2026,North IN & Kingston,Sylvania KSL-0560,AL,Studio - CL,22.8,24,95%
3/31/2026,North IN & Kingston,Sylvania KSL-0560,AL,Studio Deluxe,3.1,4,78%
3/31/2026,North IN & Kingston,Sylvania KSL-0560,AL,Studio Deluxe - CL,2,2,100%
3/31/2026,North IN & Kingston,Sylvania KSL-0560,AL,Studio Double - CL,1,1,100%
3/31/2026,North IN & Kingston,Sylvania KSL-0560,AL,Two BR - Large,3,3,100%
3/31/2026,North IN & Kingston,Sylvania KSL-0560,AL/MC,MC - Companion,2,2,100%
3/31/2026,North IN & Kingston,Sylvania KSL-0560,AL/MC,MC - Studio,22.4,25,89%
3/31/2026,North IN & Kingston,Sylvania KSL-0560,AL/MC,MC - Studio Deluxe,2,2,100%
3/31/2026,North IN & Kingston,Sylvania KSL-0560,SL,2 FL Studio,0,6,0%
3/31/2026,North IN & Kingston,Sylvania KSL-0560,SL,2 FL Studio - Alcove,0,2,0%
3/31/2026,North IN & Kingston,Sylvania KSL-0560,SL,2 FL Studio Deluxe,0,3,0%
3/31/2026,North IN & Kingston,Sylvania KSL-0560,SL,2 FL Two BR - Large,0,0,0%
3/31/2026,North IN & Kingston,Vermilion KHC-0561,HC,Companion,37.8,50,76%
3/31/2026,North IN & Kingston,Vermilion KHC-0561,HC,Companion Deluxe,13,14,93%
3/31/2026,North IN & Kingston,Vermilion KHC-0561,HC,Companion Rehab,16.8,22,76%
3/31/2026,North IN & Kingston,Vermilion KHC-0561,HC,Private,14.1,16,88%
3/31/2026,North IN & Kingston,Vermilion KHC-0561,HC/MC,MC - Companion,15.2,16,95%
3/31/2026,North IN & Kingston,Vermilion KHC-0561,HC/MC,MC - Private,2,2,100%
3/31/2026,North IN & Kingston,Vermilion KSL-0562,AL,One Bedroom,4,4,100%
3/31/2026,North IN & Kingston,Vermilion KSL-0562,AL,Studio,8.1,10,81%
3/31/2026,North IN & Kingston,Vermilion KSL-0562,AL,Studio - Double,19.1,22,87%
3/31/2026,North IN & Kingston,Vermilion KSL-0562,AL,Two Bedroom,7,12,58%
3/31/2026,North Ohio,Bellevue - 414,AL,Companion,4,4,99%
3/31/2026,North Ohio,Bellevue - 414,AL,Studio - Private,17.8,18,99%
3/31/2026,North Ohio,Bellevue - 414,AL/MC,Legacy Lane - Companion,1.7,2,85%
3/31/2026,North Ohio,Bellevue - 414,AL/MC,Legacy Lane - Private,8,9,89%
3/31/2026,North Ohio,Bellevue - 414,HC,Companion,22.8,22,104%
3/31/2026,North Ohio,Bellevue - 414,HC,Private,35.2,38,93%
3/31/2026,North Ohio,Bellevue - 414,VIL,Independent Living - Villa,24,24,100%
3/31/2026,North Ohio,Bowling Green - 443,AL,2 FL 1BR;C Vw;C Loc;C Sz,1,1,100%
3/31/2026,North Ohio,Bowling Green - 443,AL,2 FL Studio;A Vw;B Loc;B Sz,1,1,100%
3/31/2026,North Ohio,Bowling Green - 443,AL,2 FL Studio;C Vw;B Loc;B Sz,1,1,100%
3/31/2026,North Ohio,Bowling Green - 443,AL,Compan;A Vw;C Loc;B Sz,2,2,100%
3/31/2026,North Ohio,Bowling Green - 443,AL,Compan;C Vw;C Loc;B Sz,2,2,100%
3/31/2026,North Ohio,Bowling Green - 443,AL,Studio;A Vw;A Loc;B Sz,3,3,100%
3/31/2026,North Ohio,Bowling Green - 443,AL,Studio;A Vw;C Loc;B Sz,9.9,10,99%
3/31/2026,North Ohio,Bowling Green - 443,AL,Studio;C Vw;C Loc;B Sz,2,2,100%
3/31/2026,North Ohio,Bowling Green - 443,AL/MC,MC-Compan;A Vw;C Loc;B Sz,2,2,100%
3/31/2026,North Ohio,Bowling Green - 443,AL/MC,MC-Compan;C Vw;C Loc;B Sz,1,1,100%
3/31/2026,North Ohio,Bowling Green - 443,AL/MC,MC-Studio;A Vw;A Loc;B Sz,2,2,100%
3/31/2026,North Ohio,Bowling Green - 443,AL/MC,MC-Studio;A Vw;C Loc;B Sz,4.7,5,95%
3/31/2026,North Ohio,Bowling Green - 443,AL/MC,MC-Studio;C Vw;C Loc;B Sz,5,5,100%
3/31/2026,North Ohio,Bowling Green - 443,HC,Companion,3,4,75%
3/31/2026,North Ohio,Bowling Green - 443,HC,Studio Dlx;A Vw;A Loc;C Sz,1,1,100%
3/31/2026,North Ohio,Bowling Green - 443,HC,Studio;A Vw;B Loc;B Sz,4.5,5,91%
3/31/2026,North Ohio,Bowling Green - 443,HC,Studio;A Vw;C Loc;B Sz,8.7,10,87%
3/31/2026,North Ohio,Bowling Green - 443,HC,Studio;C Vw;B Loc;B Sz,6.4,7,91%
3/31/2026,North Ohio,Bowling Green - 443,HC,Studio;C Vw;C Loc;B Sz,17.4,23,76%
3/31/2026,North Ohio,Bowling Green - 443,SL,2 FL 1BR;A Vw;C Loc;A Sz,2,2,100%
3/31/2026,North Ohio,Bowling Green - 443,SL,2 FL 1BR;A Vw;C Loc;B Sz,7,7,100%
3/31/2026,North Ohio,Bowling Green - 443,SL,2 FL 1BR;C Vw;A Loc;B Sz,3,3,100%
3/31/2026,North Ohio,Bowling Green - 443,SL,2 FL 1BR;C Vw;C Loc;A Sz,1,1,100%
3/31/2026,North Ohio,Bowling Green - 443,SL,2 FL 1BR;C Vw;C Loc;B Sz,5,5,100%
3/31/2026,North Ohio,Bowling Green - 443,SL,2 FL 1BR;C Vw;C Loc;C Sz,1,1,100%
3/31/2026,North Ohio,Bowling Green - 443,SL,2 FL Studio;A Vw;B Loc;B Sz,1,2,52%
3/31/2026,North Ohio,Bowling Green - 443,SL,2 FL Studio;C Vw;B Loc;B Sz,1,2,50%
3/31/2026,North Ohio,Findlay - 408,AL,One BR Apt Deluxe-Double,4,4,100%
3/31/2026,North Ohio,Findlay - 408,AL,One BR Apt Deluxe-Single,3,3,100%
3/31/2026,North Ohio,Findlay - 408,AL,One BR Apt-Double,27,27,100%
3/31/2026,North Ohio,Findlay - 408,AL,Two BR Apt Deluxe-Double,4,4,100%
3/31/2026,North Ohio,Findlay - 408,AL,Two BR Apt-Double,2,2,98%
3/31/2026,North Ohio,Findlay - 408,AL,Two BR Apt-Single,3,3,100%
3/31/2026,North Ohio,Findlay - 408,AL/MC,Legacy Bldng - Companion,0,1,0%
3/31/2026,North Ohio,Findlay - 408,AL/MC,Legacy Bldng - Private,19.9,23,87%
3/31/2026,North Ohio,Findlay - 408,AL/MC,Legacy Bldng - Private Deluxe,4.9,5,99%
3/31/2026,North Ohio,Findlay - 408,HC,Companion,13.5,18,75%
3/31/2026,North Ohio,Findlay - 408,HC,Private,56.2,58,97%
3/31/2026,North Ohio,Findlay - 408,HC,Private Deluxe,12.8,14,91%
3/31/2026,North Ohio,Findlay - 408,HC/MC,Legacy Lane - Companion,0,0,0%
3/31/2026,North Ohio,Findlay - 408,HC/MC,Legacy Lane - Private,0,0,0%
3/31/2026,North Ohio,Fremont - 403,AL,Companion,4,4,100%
3/31/2026,North Ohio,Fremont - 403,AL,Studio - Private,14,14,100%
3/31/2026,North Ohio,Fremont - 403,AL,Studio - Private C Sz,1,1,100%
3/31/2026,North Ohio,Fremont - 403,AL/MC,MC Companion,4,4,100%
3/31/2026,North Ohio,Fremont - 403,AL/MC,MC Companion Deluxe,1,1,100%
3/31/2026,North Ohio,Fremont - 403,AL/MC,MC Studio,6,6,100%
3/31/2026,North Ohio,Fremont - 403,HC,Companion,28,28,100%
3/31/2026,North Ohio,Fremont - 403,HC,Private,27.6,30,92%
3/31/2026,North Ohio,Fremont - 403,HC,Private Deluxe,2,2,98%
3/31/2026,North Ohio,Fremont - 403,HC,TCU - Private,0,0,0%
3/31/2026,North Ohio,Genoa - 411,AL,One BR Apt Deluxe-Double,3,3,100%
3/31/2026,North Ohio,Genoa - 411,AL,One BR Apt Deluxe-Single,4,4,100%
3/31/2026,North Ohio,Genoa - 411,AL,One BR Apt-Double,3.2,4,81%
3/31/2026,North Ohio,Genoa - 411,AL,One BR Apt-Single,13.4,15,89%
3/31/2026,North Ohio,Genoa - 411,AL,Studio - Private,14.4,16,90%
3/31/2026,North Ohio,Genoa - 411,AL,Two BR Apt-Double,2,2,100%
3/31/2026,North Ohio,Genoa - 411,AL,Two BR Apt-Single,0,0,0%
3/31/2026,North Ohio,Genoa - 411,AL/MC,MC-Compan;B Vw;A Loc;B Sz,2,2,98%
3/31/2026,North Ohio,Genoa - 411,AL/MC,MC-Compan;B Vw;B Loc;B Sz,0.9,1,90%
3/31/2026,North Ohio,Genoa - 411,AL/MC,MC-Studio Dlx;B Vw;B Loc;B Sz,2.7,4,69%
3/31/2026,North Ohio,Genoa - 411,AL/MC,MC-Studio;B Vw;B Loc;B Sz,3,3,100%
3/31/2026,North Ohio,Genoa - 411,HC,Companion,31.1,33,94%
3/31/2026,North Ohio,Genoa - 411,HC,Private,31.9,35,91%
3/31/2026,North Ohio,Kalida - 406,AL,1BR,0,1,0%
3/31/2026,North Ohio,Kalida - 406,AL,Companion,3,4,75%
3/31/2026,North Ohio,Kalida - 406,AL,Studio - Private,15.3,16,96%
3/31/2026,North Ohio,Kalida - 406,AL/MC,Legacy Lane - Companion,2,2,100%
3/31/2026,North Ohio,Kalida - 406,AL/MC,Legacy Lane - Private,5,8,63%
3/31/2026,North Ohio,Kalida - 406,AL/MC,Legacy Lane - Private Deluxe,1,1,100%
3/31/2026,North Ohio,Kalida - 406,HC,Companion,33,34,97%
3/31/2026,North Ohio,Kalida - 406,HC,Private,22,28,79%
3/31/2026,North Ohio,Leipsic - 409,AL,One BR Apt-Double,11.8,14,85%
3/31/2026,North Ohio,Leipsic - 409,AL,One BR Apt-Single,2,2,100%
3/31/2026,North Ohio,Leipsic - 409,AL,Studio - Private,8,9,89%
3/31/2026,North Ohio,Leipsic - 409,AL,Studio - Private Deluxe,8,9,89%
3/31/2026,North Ohio,Leipsic - 409,AL,Two BR Apt-Double,0,1,0%
3/31/2026,North Ohio,Leipsic - 409,HC,Companion,26.3,34,77%
3/31/2026,North Ohio,Leipsic - 409,HC,Private,13.2,18,73%
3/31/2026,North Ohio,Leipsic - 409,VIL,Independent Living - One BR,18,19,95%
3/31/2026,North Ohio,Leipsic - 409,VIL,Independent Living - Studio,8,9,89%
3/31/2026,North Ohio,Leipsic - 409,VIL,Independent Living - Two BR,16,17,94%
3/31/2026,North Ohio,Monclova - 2422,AL,Companion,7,7,100%
3/31/2026,North Ohio,Monclova - 2422,AL,Companion - B Location,2,2,100%
